State,Hospital,City,Zip Code,Designation,Organization_x,y,x
New York,Putnam Hospital Center,Carmel Hamlet,10512,Primary Stroke Center,State,41.383292,-73.663068
Ohio,University Hospitals Parma Medical Center,Parma,44129,Primary Stroke Center,The Joint Commission,41.3819,-81.73079
Ohio,Southwest General Health Center,Middleburg Heights,44130,Primary Stroke Center,The Joint Commission,41.36979,-81.83235
Illinois,Morris Hospital and Healthcare Centers,Morris,60450,Primary Stroke Center,HFAP,41.36952,-88.42616
Ohio,UH Elyria Medical Center,Elyria,44035,Primary Stroke Center,The Joint Commission,41.36713,-82.09732
Illinois,Perry Memorial Hospital,Princeton,61356,Acute Stroke Ready Hospital,State,41.36706,-89.45579
Rhode Island,Westerly Hospital,Westerly,2891,Acute Stroke Ready Hospital             ,The Joint Commission,41.36216,-71.82412
Pennsylvania,UPMC Northwest,Seneca,16346,Primary Stroke Center,The Joint Commission,41.36084,-79.70106
Illinois,OSF Healthcare Saint Elizabeth Medical Center,Ottawa,61350,Acute Stroke Ready Hospital,State,41.35725,-88.82449
Connecticut,Lawrence Memorial Hospital,New London,6320,Primary Stroke Center,The Joint Commission,41.33626,-72.10292
Connecticut,Griffin HospitalÂ ,Derby,6418,Acute Stroke Ready Hospital,The Joint Commission,41.33593,-73.08892
Indiana,Saint Joseph Regional Medical Center - Plymouth,Plymouth,46563,Acute Stroke Ready Hospital,The Joint Commission,41.333682,-86.331953
Illinois,Illinois Valley Community Hosptial,Peru,61354,Acute Stroke Ready Hospital,State,41.32883,-89.12521
Illinois,St. Margaret's Hospital,Spring Valley,61362,Acute Stroke Ready Hospital,State,41.32764,-89.199695
Nebraska,CHI Health Immanuel,Omaha,68122,Thrombectomy Capable Stroke Center,The Joint Commission,41.32185,-96.01987
Connecticut,Yale New Haven Hospital (St. Rafael Campus),New Haven,6510,Primary Stroke Center,The Joint Commission,41.31029,-72.94355
Connecticut,Yale New Haven Hospital (York St. Campus),New Haven,6510,Comprehensive Stroke Center,The Joint Commission,41.30429,-72.93515
New York,New York Presbyterian - Hudson Valley Hospital,Cortlandt Manor,10567,Primary Stroke Center,State,41.29264,-73.89241
Iowa,Jennie Edmundson Memorial Hospital,Council Bluffs,51503,Primary Stroke Center,The Joint Commission,41.268131,-95.835214
Iowa,CHI Health Mercy Council Bluffs,Council Bluffs,51503,Primary Stroke Center,The Joint Commission,41.26785,-95.83935
Nebraska,Methodist Hospital,Omaha,68114,Acute Stroke Ready Hospital             ,The Joint Commission,41.25851,-96.04036
Pennsylvania,Wilkes-Barre General Hospital,Wilkes Barre,18764,Primary Stroke Center,The Joint Commission,41.25844,-75.86764
Pennsylvania,Geisinger Wyoming Valley Medical Center,Wilkes Barre,18711,Comprehensive Stroke Center,The Joint Commission,41.25692,-75.8094
Nebraska,Nebraska Medical Center,Omaha,68198,Comprehensive Stroke Center    ,The Joint Commission,41.254799,-95.97882
Indiana,Kosciusko Community Hospital,Warsaw,46580,Primary Stroke Center,The Joint Commission,41.24786,-85.82927
Pennsylvania,UPMC Williamsport,Williamsport,17701,Primary Stroke Center,The Joint Commission,41.246753,-77.010509
Nebraska,CHI Health Creighton University Medical Center Bergan Mercy,Omaha,68124,Primary Stroke Center,The Joint Commission,41.23927,-96.03098
Nebraska,CHI Health Lakeside,Omaha,68130,Primary Stroke Center,The Joint Commission,41.23901,-96.18118
Pennsylvania,Sharon Regional Health System,Sharon,16146,Primary Stroke Center,The Joint Commission,41.232764,-80.496081
Ohio,Fisher-Titus Medical Center,Norwalk,44857,Primary Stroke Center,HFAP,41.22628,-82.60497
Illinois,OSF Healthcare Saint Luke Medical Center,Kewanee,61443,Acute Stroke Ready Hospital,State,41.22203,-89.94834
Illinois,Genesis Medical Center Aledo,Aledo,61231,Acute Stroke Ready Hospital,State,41.20533,-90.75867
Pennsylvania,Geisinger Jersey Shore Hospital,Jersey Shore,17740,Acute Stroke Ready Hospital             ,The Joint Commission,41.20216,-77.26825
Connecticut,St. Vincent's Medical Center,Bridgeport,6606,Primary Stroke Center,The Joint Commission,41.20054,-73.20287
New York,Northern Westchester Hospital Center,Mount Kisco,10549,Primary Stroke Center,State,41.19631,-73.72554
Connecticut,Bridgeport Hospital,Bridgeport,6610,Primary Stroke Center,Â The Joint Commission,41.19095,-73.16578
Indiana,Parkview Regional Medical Center,Fort Wayne,46845,Comprehensive Stroke Center,DNV GL,41.18706,-85.10034
Utah,McKay Dee Hospital,Ogden,84403,Primary Stroke Center,The Joint Commission,41.18352,-111.95326
Ohio,UH Portage Medical Center,Ravenna,44266,Primary Stroke Center,The Joint Commission,41.17695,-81.24612
Utah,Ogden Regional Medical Center,Ogden,84405,Primary Stroke Center,The Joint Commission,41.16461,-111.96986
Wyoming,Cheyenne Regional Medical Center,Cheyenne,82001,Primary Stroke Center,The Joint Commission,41.14025,-104.81652
Ohio,Medina Hospital,Medina,44256,Primary Stroke Center,The Joint Commission,41.13843,-81.83683
Nebraska,Bellevue Medical Center,Bellevue,68123,Primary Stroke Center,The Joint Commission,41.13616366,-95.9491363
Nebraska,CHI Health Midlands,Papillion,68046,Acute Stroke Ready Hospital             ,The Joint Commission,41.13588,-96.04079
Pennsylvania,UPMC Lock Haven,Lock Haven,17745,Acute Stroke Ready Hospital             ,The Joint Commission,41.132068,-77.469635
Ohio,Western Reserve Hospital,Cuyahoga Falls,44223,Primary Stroke Center,HFAP,41.132,-81.5107
Illinois,Riverside Medical Center,Kankakee,60901,Primary Stroke Center,DNV GL,41.1256,-87.883
Nebraska,North Platte Nebraska Hospital Corporation,North Platte,69101,Primary Stroke Center,The Joint Commission,41.12154,-100.770336
Illinois,Presence St. Mary's Hospital,Kankakee,60901,Primary Stroke Center,The Joint Commission,41.120325,-87.871941
Pennsylvania,Penn Highlands Healthcare DuBois,Du Bois,15801,Primary Stroke Center,The Joint Commission,41.11492,-78.77515
Ohio,Mercy Health St. Elizabeth's Health Center,Youngstown,44501,Primary Stroke Center,The Joint Commission,41.113703,-80.657356
Connecticut,Norwalk Hospital,Norwalk,6856,Primary Stroke Center,The Joint Commission,41.11175,-73.42007
New York,Good Samaritan Hospital Of Suffern,Suffern,10901,Primary Stroke Center,The Joint Commission,41.11069,-74.13417
New York,Phelps Memorial Hospital Center,Sleepy Hollow,10591,Primary Stroke Center,State,41.108656,-73.86339
Indiana,Parkview Hospital,Fort Wayne,46845,Primary Stroke Center,The Joint Commission,41.096828,-85.109823
New York,Nyack Hospital,Nyack,10960,Primary Stroke Center,State,41.09595,-73.92603
Utah,Davis Hospital and Medical Center,Layton,84041,Stroke Receiving Facility,State,41.09124,-111.99514
New York,Westchester Medical Center,Valhalla,10595,Primary Stroke Center,State,41.08673,-73.80512
Ohio,Summa Health System,Akron,44309,Thrombectomy Capable Stroke Center,The Joint Commission,41.081955,-81.50131
Ohio,Akron General Medical Center,Akron,44307,Thrombectomy Capable Stroke Center,The Joint Commission,41.07806,-81.53282
Indiana,St. Joseph Health Systems,Fort Wayne,46802,Primary Stroke Center,The Joint Commission,41.077776,-85.1491
Pennsylvania,Berwick Hospital,Berwick,18603,Acute Stroke Ready Hospital             ,The Joint Commission,41.07056,-76.23105
Connecticut,Stamford Hospital,Stamford,6904,Primary Stroke Center,The Joint Commission,41.054439,-73.552468
Indiana,Lutheran Hospital,Fort Wayne,46804,Comprehensive Stroke Center,DNV GL,41.039585,-85.248834
Connecticut,Greenwich HospitalÂ ,Greenwich,6830,Primary Stroke Center,The Joint Commission,41.03431,-73.6302
New York,White Plains Hospital Center,White Plains,10601,Primary Stroke Center,The Joint Commission,41.025969,-73.769181
Ohio,Blanchard Valley Health System,Findlay,45840,Primary Stroke Center,The Joint Commission,41.0163,-83.65091
Pennsylvania,St. Luke's Hospital - Monroe Campus,Stroudsburg,18360,Primary Stroke Center,The Joint Commission,40.997866,-75.259671
Pennsylvania,Pocono Medical Center,East Stroudsburg,18301,Primary Stroke Center,The Joint Commission,40.99224,-75.1747
Illinois,OSF Healthcare St. Mary Medical Center,Galesburg,61401,Acute Stroke Ready Hospital,State,40.98729,-90.35961
New Jersey,Hackensack Meridian Health - Pascack Valley,Westwood,7675,Primary Stroke Center,The Joint Commission,40.985287,-74.015332
New Jersey,Valley Hospital,Ridgewood,7450,Comprehensive Stroke Center,State,40.98364,-74.10054
New York,St. John's Riverside Hospital,Yonkers,10701,Primary Stroke Center,State,40.96891,-73.88605
Pennsylvania,Geisinger Medical Center,Danville,17822,Comprehensive Stroke Center,The Joint Commission,40.968461,-76.604811
Illinois,Galesburg Cottage Hospital,Galesburg,61401,Primary Stroke Center,The Joint Commission,40.95562,-90.36533
Pennsylvania,Lehigh Valley Hospital - Hazleton,Hazleton,18201,Primary Stroke Center,HFAP,40.95033,-75.96351
New Jersey,St. Joseph's Wayne Medical Center,Wayne,7470,Primary Stroke Center,DNV GL,40.94812,-74.20351
New York,St. Charles Hospital,Port Jefferson,11777,Primary Stroke Center,State,40.94772,-73.06045
New York,New York Presbyterian Lawrence Hospital,Bronxville,10708,Primary Stroke Center,State,40.94249,-73.83691
New York,John T Mather Memorial Hospital,Port Jefferson,11777,Primary Stroke Center,State,40.939476,-73.053933
New York,Peconic Bay Medical Center,Riverhead,11901,Primary Stroke Center,State,40.93422,-72.67359
New York,St. Josephs Medical Center,The Bronx,10472,Primary Stroke Center,State,40.92952,-73.897498
Nebraska,CHI Health Saint Francis,Grand Island,68803,Primary Stroke Center,The Joint Commission,40.92542,-98.3706
Illinois,OSF Healthcare Holy Family Medical Center,Monmouth,61462,Acute Stroke Ready Hospital,State,40.92219,-90.65883
New York,Montefiore New Rochelle Hospital,New Rochelle,10801,Primary Stroke Center,State,40.91284,-73.78754
New York,Montefiore Mount Vernon Hospital,Mount Vernon,10550,Primary Stroke Center,State,40.91237,-73.84027
New York,SUNY Stony Brook/University Hospital,Stony Brook,11794,Comprehensive Stroke Center,The Joint Commission,40.90837,-73.11473
New Jersey,St. Joseph's Regional Medical Center,Paterson,7503,Comprehensive Stroke Center,DNV GL,40.902719,-74.165087
Utah,Lakeview Hospital,Bountiful,84010,Stroke Receiving Facility,State,40.88623,-111.869386
New York,Southampton Hospital,Southampton,11968,Primary Stroke Center,State,40.88539,-72.38058
Utah,South Davis Community Hospital,Bountiful,84010,Stroke Receiving Facility,State,40.885278,-111.870953
New Jersey,Saint Calre's Hospital - Dover,Dover,7801,Primary Stroke Center,State,40.88468,-74.5758
New York,Montefiore Medical Center - Henry and Lucy Moses Division,Bronx,10567,Comprehensive Stroke Center,The Joint Commission,40.880331,-73.880149
New York,Huntington Hospital,Huntington,11743,Primary Stroke Center,State,40.87952,-73.41627
Utah,Benchmark Behavioral Health System,Woods Cross,84010,Stroke Receiving Facility,State,40.877559,-111.895657
New York,New York Presbyterian - Allen Hospital,New York,10034,Primary Stroke Center,State,40.87289,-73.91246
New York,Glen Cove Hospital,Glen Cove,11542,Primary Stroke Center,State,40.87062,-73.62249
Illinois,OSF Healthcare Saint James John w. Albrecht Medical Center,Pontiac,61764,Acute Stroke Ready Hospital,State,40.86961,-88.67876
New York,St. Catherine of Siena Medical Center,Smithtown,11787,Primary Stroke Center,State,40.868,-73.22322
Pennsylvania,Butler Memorial Hospital,Butler,16001,Primary Stroke Center,HFAP,40.86702,-79.88182
New Jersey,Hackettstown Regional Medical Center,Hackettstown,7840,Primary Stroke Center,The Joint Commission,40.8617744,-74.815347
New Jersey,St. Mary's Hospital,Passaic,7055,Primary Stroke Center,State,40.85877,-74.13721
New York,Jacobi Medical Center,The Bronx,10461,Primary Stroke Center,State,40.855695,-73.846078
New York,St. Barnabas Hospital,The Bronx,10457,Primary Stroke Center,State,40.85335,-73.89139
New York,Montefiore Medical Center - Jack D Weiler Hosp Of A Einstein College Division,The Bronx,10461,Primary Stroke Center,State,40.848643,-73.846027
New York,New York Presbyterian Hospital/Columbia,New York,10032,Primary Stroke Center,State,40.84128,-73.94032
Pennsylvania,St. Luke's Hospital - Lehighton Campus,Lehighton,18235,Primary Stroke Center,The Joint Commission,40.833215,-75.726698
New York,BronxCare Health Systems,The Bronx,10457,Primary Stroke Center,State,40.83165,-73.90353
Pennsylvania,St. Luke's Miners Memorial Hospital,Coaldale,18218,Primary Stroke Center,The Joint Commission,40.823125,-75.90623
Ohio,Wooster Community Hospital,Wooster,44691,Primary Stroke Center,DNV GL,40.82113,-81.93413
Pennsylvania,Mount Nittany Medical Center,State College,16803,Primary Stroke Center,The Joint Commission,40.81856,-77.84365
New York,Lincoln Medical and Mental Health Center,Bronx,10451,Primary Stroke Center,The Joint Commission,40.816325,-73.927415
New York,Harlem Hospital Center,New York,10037,Primary Stroke Center,State,40.813085,-73.93739
Ohio,Mercy Medical Center - Canton,Canton,44708,Primary Stroke Center,The Joint Commission,40.81229,-81.39694
New Jersey,Hackensack Meridican Health - Mountainside Medical Center,Montclair,7042,Primary Stroke Center,The Joint Commission,40.81208,-74.20388
New York,Syosset Hospital,Syosset,11791,Primary Stroke Center,State,40.810808,-73.508487
Nebraska,Saint Elizabeth Regional Medical Center,Lincoln,68510,Primary Stroke Center,The Joint Commission,40.808612,-96.627375
Pennsylvania,ACMH Hospital,Kittanning ,16201,Primary Stroke Center,DNV GL,40.808516,-79.56299
New York,Mount Sinai Morningside,New York,10025,Primary Stroke Center,State,40.80575,-73.96157
New York,St. Francis Hospital,Roslyn,11576,Primary Stroke Center,State,40.804522,-73.670055
Ohio,Aultman Hospital,Canton,44710,Primary Stroke Center,The Joint Commission,40.79679,-81.40426
New Jersey,Hackensack Meridian Health Palisades Medical Center,North Bergen,7047,Primary Stroke Center,The Joint Commission,40.79346,-73.99609
New York,Mount Sinai Hospital,New York,10029,Comprehensive Stroke Center,The Joint Commission,40.79038,-73.95339
Nebraska,Bryan Medical Center,Lincoln,68506,Primary Stroke Center,The Joint Commission,40.78964,-96.6987
New Jersey,Clara Maas Medical Center,Belleville,7109,Primary Stroke Center,State,40.78573,-74.17537
New York,Metropolitan Hospital Center,New York,10029,Primary Stroke Center,State,40.78477,-73.9439
New York,Long Island Community Hospital,Patchogue,11772,Primary Stroke Center,State,40.78007,-72.97659
Utah,LDS Hospital,Salt Lake City,84143,Stroke Receiving Facility,State,40.779065,-111.8791
New York,North Shore University Hospital,Manhasset,11030,Comprehensive Stroke Center,The Joint Commission,40.77774,-73.70192
Utah,"Shriners Hospital for Children, Intermountain",Salt Lake City,84103,Stroke Receiving Facility,State,40.7774,-111.850972
New York,Plainview Hospital,Plainview,11803,Primary Stroke Center,State,40.77507,-73.47845
New York,Lenox Hill Hospital,New York,10075,Primary Stroke Center,State,40.77397,-73.96088
Utah,University of Utah Hospitals and Clinics,Salt Lake City,84132,Comprehensive Stroke Center,DNV GL,40.77304,-111.837
Utah,Huntsman Cancer Institute,Salt Lake City,84112,Stroke Receiving Facility,State,40.772811,-111.834785
Utah,Primary Children's Medical Center,Salt Lake City,84113,Stroke Receiving Facility,State,40.771818,-111.839511
New York,Mount Sinai West,New York,10019,Primary Stroke Center,State,40.77008,-73.98782
New York,Mount Sinai Hospital Mount Sinai Hospital of Queens,Queens,11102,Primary Stroke Center,The Joint Commission,40.767972,-73.924829
Illinois,Iroquois Memorial Hospital,Watseka,60970,Acute Stroke Ready Hospital,State,40.7665,-87.73115
New York,New York Presbyterian Hospital Cornell,New York,10065,Primary Stroke Center,State,40.764676,-73.954284
New Jersey,Saint Barnabas Medical Center,Linvingston ,7039,Comprehensive Stroke Center,State,40.76218715,-74.3036489
Utah,University Neuropsychiatric Institute,Salt Lake City,84108,Stroke Receiving Facility,State,40.759233,-111.823423
Utah,VA SLC Health Care System,Salt Lake City,84148,Stroke Receiving Facility,State,40.757633,-111.841742
Indiana,Dukes Memorial Hospital,Peru,46970,Primary Stroke Center,The Joint Commission,40.75684,-86.08247
New York,Flushing Hospital Medical Center,Queens,11355,Primary Stroke Center,State,40.75515,-73.81646
New Jersey,East Orange General Hospital,East Orange,7018,Primary Stroke Center,State,40.75455,-74.21352
Illinois,Unity Point Health Proctor Hospital,Peoria,61614,Acute Stroke Ready Hospital,State,40.75288,-89.59386
New York,Long Island Jewish Medical Center,Queens,11040,Primary Stroke Center,State,40.75288,-73.70929
Ohio,OhioHealth Mansfield Hospital,Mansfield,44903,Primary Stroke Center,The Joint Commission,40.75264,-82.52807
New York,New York Presbyterian/Queens,Flushing,11355,Primary Stroke Center,The Joint Commission,40.74723,-73.8252
New York,Elmhurst Hospital Center,Elmhurst,11373,Primary Stroke Center,The Joint Commission,40.744767,-73.886136
New York,NYU Langone Hospitals,New York,10016,Comprehensive Stroke Center,The Joint Commission,40.7423,-73.9743
New Jersey,CarePoint Health Hoboken UMC,Hoboken,7030,Primary Stroke Center,State,40.74113,-74.03359
Ohio,Mercy Health - St. Rita's Medical Center,Lima,45801,Primary Stroke Center,The Joint Commission,40.74098,-84.11852
New York,NYU Langone Hospital - Winthrop,Mineola,11501,Primary Stroke Center,State,40.740966,-73.642187
New York,Bellevue Hospital Center,New York,10016,Primary Stroke Center,State,40.739306,-73.974915
Indiana,Bluffton Health Systems,Bluffton,46714,Primary Stroke Center,The Joint Commission,40.737385,-85.171185
Ohio,Lima Memorial Health System,Lima,45804,Primary Stroke Center,The Joint Commission,40.73583,-84.0863
New Jersey,CarePoint Health Christ Hospital,Jersey City,7306,Primary Stroke Center,State,40.73443,-74.05026
New York,Mount Sinai Beth Israel/Beth Israel Medical Center,New York,10003,Primary Stroke Center,State,40.733251,-73.982219
New York,Long Island Jewish Forest Hills/Forest Hills Hospital,Forest Hills,11375,Primary Stroke Center,State,40.72903,-73.85151
Utah,CHRISTUS Marian Center,Salt Lake City,84115,Stroke Receiving Facility,State,40.72857,-111.8776
New York,Nassau University Medical Center,East Meadow,11554,Primary Stroke Center,State,40.72648,-73.55375
New York,Southside Hospital,Bay Shore,11706,Primary Stroke Center,State,40.725865,-73.241576
New York,St. Joseph Hospital,Bethpage,11714,Primary Stroke Center,The Joint Commission,40.72585,-73.47884
Illinois,Advocate Eureka Hospital,Eureka,61530,Acute Stroke Ready Hospital,State,40.7209,-89.27163
New Jersey,Jersey City Medical Center - Robert Wood Johnson Barnabas Health,Jersey City,7302,Primary Stroke Center,DNV GL,40.715438,-74.050811
Pennsylvania,Heritage Valley Beaver,Beaver,15009,Primary Stroke Center,The Joint Commission,40.711642,-80.322982
New York,New York Presbyterian Hospital/Lower Manhattan,New York,10038,Primary Stroke Center,State,40.71075,-74.00513
Nebraska,CHI Health Good Samaritan,Kearney,68847,Primary Stroke Center,The Joint Commission,40.70657,-99.08139
New York,Wyckoff Heights Medical Center,Brooklyn,11237,Primary Stroke Cente,State,40.70456,-73.91758
Illinois,OSF Healthcare Saint Francis Medical Center,Peoria,61637,Comprehensive Stroke Center,The Joint Commission,40.7025,-89.58959
New York,Jamaica Hospital Medical Center,Richmond Hill,11418,Primary Stroke Center,State,40.70113,-73.81616
Illinois,Unity Point Health Methodist,Peoria,61625,Primary Stroke Center,The Joint Commission,40.70058,-89.59494
New York,Woodhull Medical and Mental Health Center,Brooklyn,11206,Primary Stroke Center,State,40.70034,-73.9416
Utah,Pioneer Valley Hospital,West Valley City,84120,Stroke Receiving Facility,State,40.69955518,-111.9898753
New York,Good Samaritan Hospital Medical Center,West Islip,11795,Comprehensive Stroke Center,The Joint Commission,40.69321,-73.29416
Pennsylvania,Lehigh Valley Hospital - Schuylkill,Pottsville,17901,Primary Stroke Center,The Joint Commission,40.690532,-76.18834
New York,Brooklyn Hospital Center,Brooklyn,11201,Primary Stroke Center,State,40.69036,-73.97799
New York,Mercy Medical Center,Rockville Centre,11570,Primary Stroke Center,The Joint Commission,40.68825,-73.63137
Utah,Park City Medical Center,Park City,84060,Stroke Receiving Facility,State,40.687603,-111.4969005
Pennsylvania,Steward Easton Hospital,Easton,18042,Primary Stroke Center,The Joint Commission,40.68694,-75.24291
Utah,St. Mark's Hospital,Salt Lake City,84124,Primary Stroke Center,The Joint Commission,40.686441,-111.856508
Nebraska,Kearney Regional Medical Center,Kearney,68845,Primary Stroke Center,HFAP,40.68249,-99.1126
New York,Long Island Jewish Valley Stream,Valley Stream,11580,Primary Stroke Center,State,40.68104,-73.68632
New York,New York Presbyterian Brooklyn Methodist Hospital,Brooklyn,11215,Primary Stroke Center,State,40.66822,-73.97935
New Jersey,CarePoint Health Bayonne Hospital Center,Bayonne,7002,Primary Stroke Center,The Joint Commission,40.668095,-74.112335
New York,Kingsbrook Jewish Medical Center,Brooklyn,11203,Primary Stroke Center,State,40.65958,-73.9338
Utah,Intermountain Medical Center,Murray,84107,Comprehensive Stroke Center,The Joint Commission,40.65931,-111.8903
New York,NYC Health + Hospitals/ Kings County,Brooklyn,11203,Primary Stroke Center,The Joint Commission,40.65669,-73.94383
New York,University Hospital of Brooklyn,Brooklyn,11203,Primary Stroke Center,State,40.65538,-73.94508
New York,Brookdale Hospital Medical Center,Brooklyn,11212,Thrombectomy Capable Stroke Center,HFAP,40.65453,-73.91276
New York,Mount Sinai South Nassau,Oceanside,11572,Primary Stroke Center,The Joint Commission,40.65204,-73.63084
Pennsylvania,St. Luke's Hospital Anderson Campus,Easton,18045,Primary Stroke Center,The Joint Commission,40.64903,-75.28838
New York,NYU Langone Hospital - Brooklyn,Brooklyn,11220,Comprehensive Stroke Center,State,40.64662,-74.02058
Pennsylvania,Lehigh Valley Hospital Muhlenberg,Bethlehem,18017,Primary Stroke Center,The Joint Commission,40.64539,-75.40858
Utah,The Orthopedic Specialty Hospital,Murray,84107,Stroke Receiving Facility,State,40.64424,-111.884417
New York,Maimonides Medical Center,Brooklyn,11219,Comprehensive Stroke Center,The Joint Commission,40.63936,-73.99867
New York,Richmond University Medical Center,Staten Island,10301,Primary Stroke Center,The Joint Commission,40.63598,-74.10641
New York,Mount Sinai Brooklyn/Beth Israel Medical Center King's Highway,Brooklyn,11234,Primary Stroke Center,State,40.618861,-73.942732
Pennsylvania,Geisinger Lewistown Hospital,Lewistown,17044,Acute Stroke Ready Hospital             ,The Joint Commission,40.61848,-77.56737
Utah,Highland Ridge Hospital,Midvale,84047,Stroke Receiving Facility,State,40.618409,-111.896835
Pennsylvania,Allegheny Valley Hospital,Natrona Heights,15065,Primary Stroke Center,The Joint Commission,40.618061,-79.736767
New York,New York Community Hospital of Brooklyn,Brooklyn ,11229,Primary Stroke Center,State,40.61386,-73.94836
New Jersey,Robert Wood Johnson University Hospital at Rahway,Rahway,7065,Primary Stroke Center,State,40.61314,-74.291072
Pennsylvania,St. Luke's University Hospital,Bethlehem,18015,Comprehensive Stroke Center,The Joint Commission,40.608801,-75.381445
Pennsylvania,St. Luke's - Sacred Heart Campus,Allentown,18102,Primary Stroke Center,The Joint Commission,40.60832,-75.46839
Utah,Health South rehad Specialty Hospital of Utah,Sandy,84094,Stroke Receiving Facility,State,40.604668,-111.854109
New York,St Johns Episcopal Hospital South Shore,Far Rockaway,11691,Primary Stroke Center,State,40.59865,-73.753
Pennsylvania,St. Luke's Allentown Campus,Allentown,18104,Primary Stroke Center,The Joint Commission,40.59604,-75.49243
Nebraska,Mary Lanning Memorial Hospital,Hastings,68901,Primary Stroke Center,The Joint Commission,40.590379,-98.387533
Utah,Jordan Valley Medical Center,West Jordan,84088,Primary Stroke Center,DNV GL,40.59004,-111.97507
Utah,Copper Hills Youth Center,West Jordan,84088,Stroke Receiving Facility,State,40.588884,-112.031813
New York,Coney Island Hospital,Brooklyn ,11235,Primary Stroke Center,State,40.58603,-73.96573
California,Shasta Regional Medical Center,Redding,96001,Primary Stroke Center,The Joint Commission,40.585061,-122.387709
New York,Staten Island University Hospital - North,Staten island,10305,Primary Stroke Center,State,40.58455,-74.08551
Utah,Alta View Hospital,Sandy,84094,Stroke Receiving Facility,State,40.57618,-111.85455
Pennsylvania,UPMC Passavant,Pittsburgh,15237,Primary Stroke Center,The Joint Commission,40.572455,-80.013799
Ohio,Marion General Hospital,Marion,43302,Primary Stroke Center,The Joint Commission,40.57209,-83.12876
Colorado,Poudre Valley Hospital,Fort Collins,80524,Primary Stroke Center,The Joint Commission,40.57176,-105.05557
California,Mercy Medical Center,Redding,96001,Primary Stroke Center,The Joint Commission,40.571562,-122.395962
New Jersey,Robert Wood Johnson University Hospital Somerset,Somerville,8876,Primary Stroke Center,The Joint Commission,40.56819,-74.59491
Pennsylvania,Lehigh Valley Hospital - Cedar Crest,Allentown,18103,Comprehensive Stroke Center,The Joint Commission,40.567097,-75.523774
Utah,Mountain West Medical Center,Tooele,84074,Stroke Receiving Facility,State,40.5669,-112.29678
Illinois,Unity Point Health Pekin,Pekin,61554,Acute Stroke Ready Hospital,State,40.56346,-89.63285
New Jersey,JFK Medical Center,Edison,8820,Comprehensive Stroke Center,The Joint Commission,40.55625,-74.35119
Illinois,Graham Health System,Canton,61520,Acute Stroke Ready Hospital,State,40.55269,-90.03916
Ohio,Joint Township District Memorial Hospital,Saint Marys,45885,Acute Stroke Ready Hospital             ,DNV GL,40.54513,-84.36999
Pennsylvania,Heritage Valley Sewickly,Sewickley,15143,Primary Stroke Center   ,The Joint Commission,40.542754,-80.178601
New Jersey,Hunterdon Medical Center,Flemington,8822,Primary Stroke Center,State,40.53152,-74.85749
Pennsylvania,UPMC Altoona,Altoona,16601,Primary Stroke Center,The Joint Commission,40.52164,-78.39894
New York,Staten Island University Hospital - South,Staten island,10309,Primary Stroke Center,State,40.51654,-74.19671
Ohio,Union Hospital,Dover,44622,Primary Stroke Center,The Joint Commission,40.51380505,-81.4550749
New Jersey,Saint Peters University Hospital,New Brunswick,8901,Primary Stroke Center,State,40.50066,-74.46015
Illinois,Advocate Bromenn Medical Center,Normal,61761,Primary Stroke Center,DNV GL,40.49739,-88.99096
Utah,Heber Valley Medical Center,Heber City,84032,Stroke Receiving Facility,State,40.490153,-111.406618
Pennsylvania,UPMC St. Margaret,Pittsburgh,15215,Primary Stroke Center,The Joint Commission,40.48927,-79.8972
Indiana,St. Joseph Hospital & Health Center,Kokomo,46904,Primary Stroke Center,The Joint Commission,40.486644,-86.157143
Illinois,OSF Healthcare St. Joseph Medical Center,Bloomington,61701,Primary Stroke Center,The Joint Commission,40.48221,-88.95528
Illinois,Gibson Community Hospital,Gibson City,60936,Acute Stroke Ready Hospital,State,40.478307,-88.370182
Pennsylvania,West Penn Hospital,Pittsburgh,15224,Primary Stroke Center,The Joint Commission,40.46039,-79.94585
Illinois,Carle Hoopeston Regional Health Center,Hoopeston,60942,Acute Stroke Ready Hospital,State,40.45899,-87.66014
Utah,Ashley Regional Medical Center,Vernal,84078,Stroke Receiving Facility,State,40.45733,-109.53168
Pennsylvania,Allegheny General Hospital,Pittsburgh,15212,Comprehensive Stroke Center,The Joint Commission,40.45704,-80.00362
Pennsylvania,UPMC Shadyside,Pittsburgh,15232,Primary Stroke Center,The Joint Commission,40.45433,-79.94083
Indiana,Community Howard Regional Health,Kokomo,46902,Primary Stroke Center,The Joint Commission,40.44719,-86.12414
Illinois,McDonough District Hospital,Macomb,61455,Acute Stroke Ready Hospital,State,40.44698,-90.66462
Pennsylvania,UPMC Presbyterian,Pittsburgh,15213,Comprehensive Stroke Center,The Joint Commission,40.44178,-79.9612
Pennsylvania,UPMC East,Monroeville,15146,Primary Stroke Center,The Joint Commission,40.43646,-79.75989
Pennsylvania,UPMC Mercy,Pittsburgh,15219,Comprehensive Stroke Center,The Joint Commission,40.43608,-79.98537
Pennsylvania,Forbes Hospital,Monroeville,15146,Primary Stroke Center,The Joint Commission,40.428076,-79.747851
Illinois,Hopedale Hospital,Hopedale,61747,Acute Stroke Ready Hospital,State,40.418309,-89.417081
Colorado,Medical Center of the Rockies,Loveland,80538,Primary Stroke Center,The Joint Commission,40.41553,-104.99798
Colorado,North Colorado Medical Center,Greeley,80631,Primary Stroke Center,The Joint Commission,40.41481,-104.70891
